t,c,o,h,l
2016-09-09,35450,35530,35560,35450
2016-09-10,35500,35520,35550,35420
2016-09-12,35610,35500,35610,35470
2016-09-13,35630,35510,35630,35480
2016-09-14,35720,35550,35720,35490
2016-09-16,35620,35540,35630,35400
2016-09-17,35600,35740,35740,35490
2016-09-18,35520,35710,35710,35520
2016-09-20,35600,35600,35650,35590
2016-09-21,35540,35760,35760,35520
2016-09-23,35630,35670,35670,35610
2016-09-24,35680,35720,35740,35650
2016-09-25,35700,35700,35760,35640
2016-09-26,35730,35800,35800,35670
2016-09-27,35610,35750,35760,35610
2016-09-28,35800,35800,35810,35740
2016-09-30,35830,35800,35870,35620
2016-10-01,35770,35700,35860,35700
2016-10-02,35810,35850,35850,35800
2016-10-03,35860,35880,35880,35830
2016-10-04,35870,35890,35890,35670
2016-10-05,35720,35880,35880,35720
2016-10-07,35850,35800,35870,35400
2016-10-08,35810,35810,35820,35790
2016-10-09,35850,35900,35900,35810
2016-10-12,35850,35950,35950,35800
2016-10-14,35880,35890,35970,35880
2016-10-15,35880,35970,35980,35880
2016-10-16,35850,35950,35950,35440
2016-10-17,35830,35950,35950,35800
2016-10-18,35850,35900,35900,35820
2016-10-19,35850,35910,35920,35780
2016-10-21,35880,35850,35880,35850
2016-10-22,35910,35920,35920,35790
2016-10-23,35950,35870,35950,35870
2016-10-24,35680,35950,35980,35680
2016-10-25,36050,35920,36080,35770
2016-10-26,36180,35800,36180,35800
2016-10-28,36080,36120,36150,36010
2016-10-29,36110,36190,36190,35830
2016-10-30,36190,36190,36210,36110
2016-10-31,36270,36280,36280,36210
2016-11-01,36230,36300,36300,36190
2016-11-02,36200,36240,36270,36080
2016-11-04,36230,36120,36280,36120
2016-11-05,36290,36180,36290,36180
2016-11-06,36250,36320,36320,36230
2016-11-07,36400,35750,36460,35750
2016-11-08,36480,36310,36520,36310
2016-11-09,36570,36590,36590,36390
2016-11-11,36480,36560,36680,36480
2016-11-12,36550,36440,36590,36440
2016-11-13,36680,36650,36690,36500
2016-11-14,36680,36670,36700,36660
2016-11-15,36740,36660,36750,36660
2016-11-16,36850,36800,36920,36710
2016-11-18,36810,36900,36900,36420
2016-11-20,36730,36720,36760,36320
2016-11-21,36770,36840,36840,36680
2016-11-22,37030,36880,37110,36800
2016-11-23,37180,37050,37240,37050
2016-11-25,37460,37040,37490,36990
2016-11-26,37910,37180,37940,37180
2016-11-28,38710,38050,38740,37920
2016-11-30,38290,38850,38850,37890
2016-12-02,38020,38130,38150,37830
2016-12-03,38950,38800,39220,38470
2016-12-04,38960,38390,38990,38390
2016-12-05,38880,39150,39150,38680
2016-12-06,38760,38990,38990,38720
2016-12-07,38990,38990,38990,38840
2016-12-09,38990,39130,39130,38900
2016-12-10,38910,39100,39100,38850
2016-12-11,38680,39000,39000,38680
2016-12-12,38970,38750,38990,38750
2016-12-13,39140,39160,39200,39110
2016-12-14,39280,39200,39280,39190
2016-12-17,39280,39100,39310,39100
2016-12-18,39170,39300,39300,39110
2016-12-19,39180,39220,39320,39160
2016-12-20,39780,39370,39780,39370
2016-12-21,39850,39790,39910,39780
2016-12-23,39880,39830,39880,39770
2016-12-24,40660,40030,40680,39750
2016-12-25,40720,40530,40890,40220
2016-12-26,41210,40830,41210,40830
2016-12-27,40750,40570,41230,40570
2016-12-28,40290,40770,40770,40190
2016-12-30,39480,40200,40260,39480
2016-12-31,38350,39260,39260,38270
2017-01-01,38790,38260,38810,38260
2017-01-02,39140,38800,39190,38800
2017-01-03,39000,39200,39200,38790
2017-01-04,39030,39050,39080,38940
2017-01-06,39040,39090,39110,39010
2017-01-07,39450,39550,39560,39420
2017-01-08,39650,39480,39660,39480
2017-01-10,39790,39660,39790,39510
2017-01-11,39790,39800,39820,39670
2017-01-13,39510,39810,39850,39480
2017-01-14,39440,39470,39470,39160
2017-01-15,39140,39400,39410,39090
2017-01-16,38340,39080,39460,38340
2017-01-17,38200,38670,38670,38130
2017-01-18,38240,38420,38420,38120
2017-01-20,38080,38270,38370,37870
2017-01-21,38330,38050,38350,37890
2017-01-22,38500,38290,38590,38280
2017-01-23,38540,38450,38850,38450
2017-01-24,38600,38560,38640,38490
2017-01-25,38580,38650,38650,38550
2017-01-27,38590,38660,38730,38570
2017-01-28,38510,38600,38630,38430
2017-01-29,38230,38530,38530,38210
2017-01-30,38210,38220,38250,38130
2017-01-31,38260,38260,38310,38200
2017-02-01,38240,38250,38250,38160
2017-02-03,38430,38260,38440,38260
2017-02-04,38520,38440,38700,38440
2017-02-05,38470,38540,38560,38470
2017-02-06,38360,38480,38480,38300
2017-02-07,38260,38370,38370,38260
2017-02-08,38260,38250,38270,38180
2017-02-10,38290,38320,38360,38290
2017-02-11,38230,38270,38380,38230
2017-02-12,38140,38220,38230,38140
2017-02-13,38080,38130,38140,38060
2017-02-14,38150,38140,38250,38140
2017-02-15,38110,38140,38150,38100
2017-02-17,38020,38100,38110,38000
2017-02-18,37930,38010,38130,37920
2017-02-19,37900,37920,37920,37890
2017-02-20,37870,37910,38430,37860
2017-02-21,37800,38680,38680,37780
2017-02-22,37800,37790,37810,37780
2017-02-24,37780,37810,37820,37770
2017-02-25,37810,37790,37810,37790
2017-02-26,37790,37830,38200,37780
2017-02-27,37790,37780,37790,37720
2017-02-28,37840,37800,37850,37800
2017-03-01,37830,37830,37830,37830
2017-03-03,37810,37840,37850,37810
2017-03-04,37740,37800,37800,37730
2017-03-05,37610,37730,37730,37610
2017-03-06,37460,37600,37600,37460
2017-03-07,37240,37450,37450,37230
2017-03-08,37490,37250,37540,37250
2017-03-10,37590,37520,37660,37520
2017-03-11,37490,37580,37600,37480
2017-03-12,37500,37500,37510,37430
2017-03-13,37630,37490,37980,37460
2017-03-14,37950,37650,37970,37650
2017-03-15,37570,37920,37920,37540
2017-03-17,37480,37590,37590,37460
2017-03-20,37480,37520,37520,37450
2017-03-22,37480,37510,37510,37480
2017-03-24,37670,37580,37670,37550
2017-03-25,37540,37650,37680,37540
2017-03-26,37640,37570,37640,37330
2017-03-27,37660,38550,38550,37630
2017-03-28,37520,37630,37630,37500
2017-03-29,37400,37480,37480,37390
2017-04-02,37690,37510,37730,37490
2017-04-03,37530,37700,37700,37530
2017-04-04,37650,37490,37650,37490
2017-04-05,37610,37630,37650,37610
2017-04-07,37610,37620,37630,37580
2017-04-08,37630,37600,37640,37600
2017-04-09,37630,37650,37670,37620
2017-04-11,37630,37650,37650,37590
2017-04-12,37590,37620,37620,37590
2017-04-14,37600,37570,37610,37570
2017-04-15,37550,37590,37590,37550
2017-04-16,37550,37560,37570,37540
2017-04-17,37500,37540,37540,37500
2017-04-18,37490,37490,37510,37490
2017-04-19,37480,37500,37500,37470
2017-04-21,37490,37490,37500,37480
2017-04-22,37530,37500,37530,37500
2017-04-23,37530,37540,37540,37530
2017-04-25,37600,37550,37620,37550
2017-04-26,37620,37610,37620,37610
2017-04-28,37730,37640,37730,37640
2017-04-29,37730,37740,37820,37730
2017-04-30,37670,37710,37730,37660
2017-05-01,37620,37660,37680,37620
2017-05-02,37650,37630,37650,37620
2017-05-03,37700,37660,37700,37660
2017-05-05,37630,37710,37750,37620
2017-05-06,37590,37620,37620,37580
2017-05-07,37570,37580,37600,37570
2017-05-08,37540,37560,37570,37540
2017-05-09,37570,37570,37590,37560
2017-05-10,37590,37580,37600,37570
2017-05-12,37590,37600,37610,37570
2017-05-13,37560,37580,37600,37560
2017-05-14,37540,37580,37580,37540
2017-05-15,37550,37550,37580,37540
2017-05-16,37710,37590,37720,37550
2017-05-17,37670,37720,37730,37670
2017-05-19,37410,37690,37690,37410
2017-05-20,37400,37380,37400,37330
2017-05-21,37350,37330,37390,37320
2017-05-22,37530,37450,37580,37450
2017-05-23,37480,37520,37560,37480
2017-05-24,37430,37470,37470,37430
2017-05-26,37430,37420,37460,37420
2017-05-27,37370,37420,37450,37370
2017-05-28,37380,37380,37430,37380
2017-05-29,37360,37370,37380,37350
2017-05-30,37340,37380,37580,37330
2017-05-31,37340,37350,37350,37340
2017-06-02,37320,37330,37330,37320
2017-06-03,37330,37330,37330,37330
2017-06-05,37300,37320,37320,37290
2017-06-06,37380,37310,37390,37300
2017-06-07,37370,37400,37400,37370
2017-06-09,37360,37380,37380,37350
2017-06-10,37350,37350,37380,37350
2017-06-11,37300,37340,37350,37290
2017-06-12,37270,37310,37310,37270
2017-06-13,37300,37280,37310,37270
2017-06-14,37310,37320,37320,37300
2017-06-16,37320,37300,37340,37270
2017-06-17,37500,37320,37500,37320
2017-06-18,37500,37480,37610,37440
2017-06-19,37450,37510,37520,37450
2017-06-20,37420,37420,37420,37370
2017-06-21,37440,37460,37480,37440
2017-06-23,37570,37450,37580,37450
2017-06-24,37540,37580,37590,37540
2017-06-26,37540,37500,37540,37500
2017-06-27,37590,37560,37650,37560
2017-06-28,37680,37640,37680,37640
2017-06-30,37890,37720,37910,37720
2017-07-01,37840,37870,37880,37840
2017-07-02,37790,37820,37820,37780
2017-07-03,37800,37840,37860,37800
2017-07-04,37880,37820,37880,37790
2017-07-05,37880,37890,37920,37880
2017-07-07,37890,37890,37900,37880
2017-07-08,37860,37880,37890,37860
2017-07-09,37880,37870,37880,37860
2017-07-10,37930,37910,37960,37910
2017-07-11,37900,37950,37950,37900
2017-07-12,37850,37890,37890,37850
2017-07-14,37820,37810,37830,37800
2017-07-15,37800,37810,37830,37790
2017-07-16,37790,37810,37810,37770
2017-07-17,37780,37780,37790,37780
2017-07-18,37770,37770,37770,37770
2017-07-19,37820,37820,37820,37820
2017-07-21,37760,37850,37850,37760
2017-07-22,37750,37750,37750,37740
2017-07-23,37720,37740,37740,37710
2017-07-24,37790,37730,37790,37720
2017-07-25,38000,37810,38000,37810
2017-07-26,38010,38020,38040,38010
2017-07-28,38070,38020,38070,38010
2017-07-29,38120,38080,38130,38080
2017-07-30,38130,38110,38130,38100
2017-07-31,38190,38140,38210,38140
2017-08-01,38210,38200,38210,38190
2017-08-02,38260,38220,38260,38220
2017-08-05,38210,38250,38250,38200
2017-08-06,38150,38200,38200,38150
2017-08-07,38110,38140,38140,38110
2017-08-08,38110,38120,38130,38110
2017-08-09,38150,38150,38150,38100
2017-08-11,38130,38120,38130,38120
2017-08-12,38120,38140,38140,38100
2017-08-13,38130,38130,38130,38130
2017-08-14,38170,38140,38170,38140
2017-08-15,38200,38190,38200,38180
2017-08-16,38200,38190,38200,38190
2017-08-18,38240,38190,38240,38190
2017-08-19,38280,38250,38280,38250
2017-08-20,38300,38270,38320,38270
2017-08-21,38300,38310,38310,38300
2017-08-22,38330,38310,38330,38310
2017-08-23,38380,38340,38380,38340
2017-08-25,38520,38390,38520,38390
2017-08-26,38590,38530,38650,38530
2017-08-27,38580,38580,38600,38580
2017-08-28,38630,38570,38630,38570
2017-08-29,38720,38650,38720,38650
2017-08-30,38740,38730,38740,38730
2017-09-01,38820,38750,38820,38750
2017-09-02,38900,38830,38900,38830
2017-09-03,38790,38910,38930,38790
2017-09-04,38820,38780,38820,38760
2017-09-05,38940,38830,38960,38830
2017-09-06,39040,38950,39040,38950
2017-09-09,39000,39050,39060,39000
2017-09-10,39000,39010,39010,38980
2017-09-11,39140,39010,39170,39000
2017-09-12,39200,39160,39250,39090
2017-09-13,39100,39140,39140,39090
2017-09-15,39040,39120,39120,39040
2017-09-16,38980,39080,39080,38980
2017-09-17,38970,38970,39000,38960
2017-09-18,38920,38950,38950,38920
2017-09-19,38930,38930,38930,38910
2017-09-20,38920,38920,38920,38920
2017-09-22,38930,38940,38960,38910
2017-09-23,38920,38920,38930,38920
2017-09-24,39000,38930,39000,38930
2017-09-25,39060,39010,39130,39010
2017-09-26,39070,39050,39090,39050
2017-09-27,39110,39080,39110,39080
2017-10-01,39160,39120,39160,39120
2017-10-02,39300,39170,39300,39170
2017-10-03,39370,39240,39370,39240
2017-10-04,39480,39380,39480,39380
2017-10-06,39710,39540,39710,39530
2017-10-07,39780,39660,39980,39600
2017-10-08,40410,39760,40410,39740
2017-10-09,40240,40480,40490,39830
2017-10-10,40160,40220,40230,40040
2017-10-11,40170,40180,40180,40170
2017-10-13,39970,40190,40190,39970
2017-10-14,40070,39950,40080,39930
2017-10-15,40080,40060,40150,40010
2017-10-16,40190,40070,40190,40070
2017-10-17,40210,40170,40340,40170
2017-10-18,40170,40220,40220,40110
2017-10-20,40130,40140,40190,40130
2017-10-21,40110,40140,40160,40110
2017-10-22,40180,40120,40180,40110
2017-10-23,40300,40200,40350,40190
2017-10-24,40280,40330,40330,40220
2017-10-25,40320,40300,40330,40260
2017-10-27,40600,40400,40600,40390
2017-10-28,40690,40670,40760,40620
2017-10-29,40550,40710,40720,40540
2017-10-30,40520,40530,40570,40520
2017-10-31,40580,40550,40620,40520
2017-11-01,40540,40570,40570,40490
2017-11-03,40540,40550,40550,40500
2017-11-04,40660,40520,40700,40510
2017-11-05,40720,40700,40740,40690
2017-11-06,40700,40730,40770,40690
2017-11-07,40740,40710,40760,40700
2017-11-10,40830,40750,40850,40750
2017-11-11,40990,40850,40990,40850
2017-11-12,41360,40970,41360,40970
2017-11-13,41220,41340,41380,41120
2017-11-14,41010,41100,41100,40970
2017-11-15,41000,40980,41010,40960
2017-11-17,40960,40960,40990,40950
2017-11-19,40940,41000,41050,40930
2017-11-20,40930,40920,40990,40910
2017-11-21,41210,41020,41250,41010
2017-11-22,41240,41230,41280,41230
2017-11-24,41270,41230,41290,41200
2017-11-25,41180,41220,41220,41110
2017-11-26,41180,41150,41180,41150
2017-11-27,41270,41190,41290,41180
2017-11-28,41360,41340,41480,41250
2017-11-29,41390,41380,41390,41320
2017-12-01,41550,41450,41550,41440
2017-12-02,41640,41500,41680,41480
2017-12-03,41860,41660,41920,41660
2017-12-04,42020,41980,42140,41950
2017-12-06,41950,41960,42000,41930
2017-12-08,42030,41900,42030,41860
2017-12-09,42070,42070,42200,42060
2017-12-10,42110,42140,42170,42070
2017-12-11,42200,42130,42220,42040
2017-12-12,42190,42080,42230,42080
2017-12-13,42110,42090,42110,42030
2017-12-15,41900,42090,42090,41900
2017-12-16,41830,41830,42000,41810
2017-12-17,41810,41850,41870,41780
2017-12-18,41970,41800,41970,41800
2017-12-19,41860,41900,41970,41860
2017-12-20,41940,41940,41940,41940
2017-12-22,41860,42000,42000,41850
2017-12-23,41940,41950,41980,41860
2017-12-24,41790,41900,41950,41790
2017-12-25,41890,41800,41890,41750
2017-12-26,41890,41800,42100,41800
2017-12-27,42030,41930,42100,41920
2017-12-29,42350,42150,42360,42110
2017-12-30,42880,42420,42920,42420
2017-12-31,42880,42990,43230,42880
2018-01-01,43390,42960,43460,42850
2018-01-02,43740,43380,43910,43000
2018-01-03,43240,43640,43690,43130
2018-01-05,43320,43200,43320,42800
2018-01-06,43530,43340,43580,43340
2018-01-07,43950,43680,44150,43680
2018-01-08,43660,43650,43970,43490
2018-01-09,44010,43690,44020,43690
2018-01-10,44150,44030,44380,44030
2018-01-12,44110,43690,44140,43670
2018-01-13,44260,44110,44520,44090
2018-01-14,44210,44170,44230,43920
2018-01-15,44290,44280,44480,44200
2018-01-16,44480,44370,44590,44100
2018-01-17,44580,44610,44910,44500
2018-01-19,45330,44570,45650,44570
2018-01-20,45970,45530,46420,45420
2018-01-21,45790,46230,46980,45600
2018-01-22,45800,45780,46460,45550
2018-01-23,45660,45610,46010,45530
2018-01-24,45330,45630,45650,45330
2018-01-25,45330,45495,45660,45330
2018-01-26,45160,45230,45280,45010
2018-01-27,45680,45230,45690,45230
2018-01-28,45500,45700,46080,45490
2018-01-29,45670,45450,45830,45420
2018-01-30,46450,45880,46450,45620
2018-01-31,46470,46480,46540,46380
2018-02-02,47040,46540,47080,46410
2018-02-03,47440,47090,47790,46890
2018-02-04,46760,47490,47590,46730
2018-02-05,46900,46660,47020,46110
2018-02-06,45450,46930,47800,45410
2018-02-07,46700,45430,46850,45370
2018-02-09,47250,46640,47500,46420
2018-02-10,47270,47260,47350,47250
2018-02-11,48490,47320,48500,47320
2018-02-12,48770,48720,49120,48450
2018-02-13,48170,48750,48750,48160
2018-02-14,47380,47900,47900,47380
2018-02-16,46970,47380,47450,46970
2018-02-17,46090,46970,46970,46090
